UserId,OnboardingCompletionScore,Country,Sex,Age,AccountAgeMonths,ListeningHours,ActiveDays,SkipRate,PlaylistCount,LikedTracks,RecommendationUsageRate,ImportedMusicLibrary,ConvertedToPremium
1005170,74.7,United Kingdom,Male,20,8,16.0,13,0.144,2,11,0.537,0,1
1005171,30.7,United Kingdom,Male,56,10,11.2,11,0.557,2,5,0.087,1,0
1005172,80.3,Brazil,Male,35,30,20.0,15,0.355,3,16,0.586,0,0
1005173,31.1,Poland,Male,21,8,24.9,13,0.585,3,15,0.403,0,0
1005174,69.3,Poland,Female,37,33,34.8,21,0.447,1,21,0.491,0,0
1005175,71.3,Poland,Female,37,11,40.7,21,0.389,4,19,0.299,0,0
1005176,70.4,Germany,Female,22,12,39.6,21,0.494,7,29,0.535,0,1
1005177,82.1,Brazil,Male,40,5,0.5,3,0.257,0,6,0.278,0,0
1005178,79.2,Germany,Female,21,8,36.2,19,0.199,3,24,0.84,0,1
1005179,45.8,France,Male,22,10,0.5,7,0.659,0,5,0.138,0,0
1005180,66.4,United Kingdom,Male,56,17,0.5,8,0.626,0,12,0.391,0,0
1005181,47.7,Spain,Female,35,15,15.2,13,0.536,1,4,0.385,0,0
1005182,63.3,United Kingdom,Female,22,25,0.5,6,0.497,1,6,0.22,0,0
1005183,23.8,Poland,Male,34,14,5.2,1,0.736,1,8,0.025,0,0
1005184,86.9,France,Male,21,24,36.9,17,0.458,4,22,0.642,0,0
1005185,88.7,Poland,Male,31,40,63.1,25,0.381,4,35,0.904,0,0
1005186,79.3,Germany,Male,31,13,22.1,12,0.741,2,11,0.314,0,1
1005187,41.4,France,Male,52,13,25.3,12,0.246,1,11,0.057,0,0
1005188,58.9,Spain,Male,33,9,23.5,21,0.688,1,14,0.393,0,0
1005189,70.2,France,Male,36,10,24.9,13,0.378,3,9,0.052,0,1
1005190,51.5,Brazil,Female,27,20,0.5,14,0.49,3,8,0.362,0,0
1005191,76.0,Spain,Male,29,35,24.4,13,0.253,1,14,0.262,0,0
1005192,40.9,Spain,Female,39,28,44.1,22,0.448,4,20,0.451,1,0
1005193,75.6,Brazil,Female,32,53,15.2,16,0.62,2,8,0.261,0,1
1005194,70.9,France,Female,27,51,20.4,8,0.828,0,11,0.088,0,0
1005195,73.5,Poland,Female,29,16,52.2,27,0.631,4,29,0.719,0,1
1005196,50.5,Poland,Male,24,35,0.5,8,0.253,0,8,0.204,0,0
1005197,68.6,Spain,Female,46,11,43.9,21,0.73,1,18,0.174,0,0
1005198,59.2,France,Female,38,33,19.8,16,0.336,3,13,0.676,0,0
1005199,38.6,Brazil,Female,39,31,0.5,7,0.742,1,3,0.182,1,1
1005200,54.1,Brazil,Female,23,4,40.1,18,0.503,2,12,0.509,0,1
1005201,97.0,Poland,Male,50,15,39.2,23,0.416,6,14,0.428,0,0
1005202,80.3,Poland,Female,35,34,25.0,17,0.319,2,13,0.248,0,0
1005203,68.1,Brazil,Female,48,31,5.2,10,0.899,0,6,0.121,0,0
1005204,57.8,Poland,Male,51,23,23.5,12,0.401,1,7,0.368,0,0
1005205,71.0,France,Female,20,8,27.1,14,0.618,0,11,0.14,0,0
1005206,40.7,Spain,Male,23,24,34.3,11,0.572,2,14,0.235,0,0
1005207,84.6,Poland,Female,27,10,62.4,30,0.199,4,43,0.699,0,1
1005208,69.9,Spain,Male,49,4,27.9,17,0.573,2,11,0.14,0,0
1005209,92.8,Poland,Female,34,8,21.3,10,0.572,1,8,0.684,0,0
1005210,70.9,United Kingdom,Male,40,8,28.2,13,0.818,5,15,0.402,0,0
1005211,73.0,Brazil,Female,32,37,0.5,3,0.693,1,4,0.097,0,0
1005212,70.5,Poland,Male,47,7,56.8,27,0.311,4,38,0.598,0,0
1005213,79.3,Spain,Male,28,17,4.5,11,0.672,1,6,0.586,0,0
1005214,83.0,Germany,Male,21,4,8.2,5,0.883,2,7,0.37,0,0
1005215,85.4,France,Female,38,6,30.2,18,0.401,2,14,0.44,0,1
1005216,62.7,Germany,Female,21,9,17.1,10,0.336,3,12,0.286,0,0
1005217,42.3,France,Male,24,40,7.0,13,0.315,1,5,0.193,0,0
1005218,89.8,Poland,Female,28,14,22.2,17,0.641,0,15,0.595,0,0
1005219,60.8,Germany,Female,38,41,10.8,13,0.487,0,6,0.719,0,0
1005220,70.8,Spain,Male,25,36,34.5,24,0.202,6,9,0.672,0,0
1005221,85.1,Germany,Female,21,21,5.9,10,0.37,0,8,0.8,0,1
1005222,91.7,France,Female,20,28,32.1,21,0.125,2,21,0.711,0,0
1005223,90.8,Brazil,Male,39,23,47.8,23,0.342,4,23,0.767,0,1
1005224,65.1,Spain,Male,51,21,30.9,21,0.456,0,19,0.509,0,0
1005225,92.0,Germany,Male,31,63,13.1,16,0.72,1,9,0.288,0,0
1005226,53.5,France,Female,29,28,30.7,11,0.812,1,7,0.28,0,0
1005227,42.1,Brazil,Male,29,33,18.0,18,0.351,1,15,0.537,0,1
1005228,61.1,Germany,Male,38,23,16.1,9,0.305,0,10,0.327,0,0
1005229,45.6,France,Male,42,8,20.7,21,0.808,0,22,0.758,0,1
1005230,82.5,France,Male,29,24,38.7,20,0.137,1,24,0.523,0,0
1005231,71.7,Germany,Male,37,45,24.8,11,0.445,2,6,0.396,0,0
1005232,91.6,Poland,Male,31,9,12.0,9,0.126,0,14,0.297,1,0
1005233,87.9,Germany,Female,30,28,24.5,18,0.456,4,16,0.896,0,1
1005234,61.5,Germany,Male,20,24,25.6,19,0.169,1,16,0.864,0,1
1005235,71.6,Poland,Male,26,43,41.9,18,0.366,3,21,0.485,1,1
1005236,70.6,Brazil,Male,29,13,18.3,12,0.375,1,11,0.517,0,0
1005237,61.1,Germany,Male,40,6,28.0,17,0.305,0,14,0.229,0,0
1005238,87.7,Spain,Male,20,26,19.1,15,0.636,0,13,0.631,0,0
1005239,44.8,France,Male,34,17,15.2,8,0.525,2,7,0.097,0,0
1005240,60.6,Poland,Male,51,27,31.7,15,0.311,5,9,0.426,0,0
1005241,63.5,Germany,Female,52,23,5.8,12,0.587,2,10,0.149,0,0
1005242,92.5,Poland,Female,37,44,22.2,11,0.606,1,17,0.581,0,1
1005243,57.7,France,Female,22,23,38.7,19,0.221,2,13,0.325,0,0
1005244,66.5,Germany,Female,31,14,0.5,4,0.631,1,5,0.219,0,0
1005245,79.4,Poland,Male,41,24,44.4,25,0.272,8,20,0.568,0,1
1005246,75.4,United Kingdom,Female,36,42,35.4,21,0.423,5,24,0.581,0,0
1005247,52.6,Germany,Male,41,4,7.4,6,0.79,3,7,0.042,1,0
1005248,74.5,Poland,Male,43,22,29.9,21,0.201,3,18,0.621,0,0
1005249,73.4,Poland,Male,37,3,35.0,16,0.444,2,24,0.225,0,1
1005250,61.5,Brazil,Male,48,7,40.4,22,0.304,1,18,0.564,0,0
1005251,69.4,France,Male,23,12,3.3,9,0.657,4,5,0.313,0,0
1005252,51.5,Germany,Female,28,26,5.6,5,0.583,2,7,0.174,0,1
1005253,81.3,United Kingdom,Female,24,37,12.1,10,0.705,2,6,0.65,0,0
1005254,41.8,United Kingdom,Male,20,23,0.5,8,0.472,0,8,0.022,0,0
1005255,70.7,Poland,Male,28,40,10.2,6,0.387,3,9,0.168,0,0
1005256,90.5,France,Female,45,6,20.1,15,0.514,1,10,0.876,0,0
1005257,77.5,Germany,Male,23,15,22.3,16,0.671,3,14,0.516,0,0
1005258,33.4,Spain,Female,20,18,2.2,8,0.915,2,8,0.339,0,0
1005259,84.4,Germany,Female,21,18,43.6,23,0.221,2,34,0.402,0,0
1005260,53.2,Brazil,Male,24,16,34.5,16,0.165,2,18,0.151,0,0
1005261,67.7,Germany,Female,40,3,39.6,23,0.062,5,18,0.479,0,0
1005262,70.2,Poland,Male,33,42,57.7,27,0.269,3,44,0.435,1,1
1005263,50.7,Brazil,Male,42,17,11.2,13,0.682,0,17,0.226,0,0
1005264,47.4,Poland,Male,48,16,14.6,13,0.743,4,6,0.754,0,1
1005265,62.9,Brazil,Female,32,19,30.9,20,0.401,2,13,0.523,0,0
1005266,83.6,Brazil,Female,42,13,70.4,24,0.135,3,32,0.704,0,0
1005267,79.1,Germany,Male,27,22,7.2,8,0.654,2,6,0.73,0,0
1005268,79.6,Poland,Female,29,68,0.5,8,0.71,2,6,0.234,0,0
1005269,62.4,Brazil,Female,47,8,27.6,11,0.419,3,8,0.215,0,0
1005270,53.9,United Kingdom,Female,33,22,13.4,11,0.745,2,8,0.117,0,0
1005271,59.7,France,Male,31,78,33.7,19,0.777,1,18,0.6,0,0
1005272,83.6,Germany,Female,45,29,29.1,14,0.309,0,12,0.395,0,0
1005273,66.9,Poland,Female,52,6,31.1,17,0.213,3,8,0.461,0,1
1005274,38.5,Brazil,Male,34,9,34.5,16,0.342,1,13,0.262,0,1
1005275,59.5,France,Male,39,44,30.7,15,0.4,0,10,0.664,0,0
1005276,90.0,Spain,Male,44,17,27.3,16,0.327,3,12,0.585,0,0
1005277,49.7,Germany,Female,29,30,8.5,7,0.775,2,10,0.153,0,0
1005278,52.2,Spain,Female,32,18,8.4,12,0.375,2,9,0.572,0,0
1005279,81.1,Germany,Male,31,9,36.1,21,0.632,4,19,0.737,0,0
1005280,73.6,Poland,Male,35,15,8.7,8,0.442,1,7,0.137,1,0
1005281,28.9,Poland,Female,35,40,0.5,1,0.651,1,10,0.011,0,0
1005282,37.2,Spain,Female,42,23,16.1,15,0.49,1,11,0.483,0,0
1005283,56.3,France,Female,35,15,4.6,9,0.519,1,8,0.122,0,0
1005284,92.9,United Kingdom,Male,37,5,29.0,20,0.482,1,22,0.59,0,0
1005285,59.1,Poland,Male,28,13,0.5,1,0.692,2,6,0.015,0,0
1005286,18.1,Spain,Male,50,12,0.5,1,0.626,0,10,0.009,0,0
1005287,54.2,Germany,Female,22,26,24.2,18,0.5,1,18,0.486,1,0
1005288,66.1,Spain,Female,45,16,40.9,25,0.61,6,23,0.76,0,0
1005289,67.4,Poland,Male,32,13,38.8,21,0.406,6,13,0.728,0,0
1005290,68.4,Brazil,Male,21,35,29.8,19,0.589,2,16,0.098,0,0
1005291,65.3,Brazil,Male,40,3,10.8,14,0.25,0,10,0.421,0,0
1005292,65.1,Brazil,Male,28,11,12.6,12,0.343,1,9,0.193,0,0
1005293,73.3,Spain,Male,43,8,47.3,27,0.613,4,23,0.779,1,1
1005294,72.5,Spain,Female,42,9,29.0,17,0.212,3,8,0.624,0,0
1005295,60.2,France,Female,28,33,0.5,5,0.477,2,9,0.565,0,0
1005296,72.2,Poland,Female,36,11,24.6,21,0.247,3,15,0.231,1,0
1005297,78.4,Germany,Female,38,36,41.4,22,0.29,2,16,0.297,0,0
1005298,71.9,France,Female,35,22,0.5,11,0.755,1,5,0.442,0,0
1005299,70.0,Poland,Male,31,14,43.1,22,0.467,4,20,0.424,0,0
1005300,69.2,United Kingdom,Male,35,6,13.4,13,0.306,3,8,0.191,0,0
1005301,18.8,Brazil,Female,40,7,0.5,6,0.705,2,3,0.183,0,0
1005302,50.5,Spain,Female,30,8,0.5,5,0.506,2,3,0.538,0,0
1005303,70.9,Brazil,Male,44,17,0.5,1,0.723,0,11,0.057,0,0
1005304,68.6,United Kingdom,Female,54,16,5.3,6,0.374,2,10,0.488,0,1
1005305,85.3,United Kingdom,Female,24,6,33.2,19,0.193,4,9,0.362,0,1
1005306,79.0,United Kingdom,Male,32,9,12.3,9,0.474,0,10,0.281,0,0
1005307,55.3,United Kingdom,Female,42,9,2.2,12,0.201,1,5,0.369,0,0
1005308,84.3,Poland,Female,35,12,28.1,21,0.202,3,18,0.741,1,0
1005309,71.8,Poland,Male,53,14,6.6,7,0.731,2,10,0.525,0,0
1005310,86.1,Germany,Male,38,13,27.1,18,0.353,2,14,0.853,1,0
1005311,37.3,Poland,Male,33,7,18.6,11,0.205,2,10,0.227,0,0
1005312,65.9,Spain,Male,30,16,19.8,13,0.148,1,8,0.222,0,0
1005313,75.3,Brazil,Male,32,7,25.9,16,0.58,4,20,0.753,0,0
1005314,40.6,Germany,Female,32,28,0.5,1,0.589,1,9,0.101,0,0
1005315,53.6,Brazil,Female,27,17,23.2,19,0.648,5,18,0.544,1,1
1005316,30.4,Germany,Male,30,31,12.0,10,0.598,2,2,0.075,0,0
1005317,71.1,Germany,Female,39,6,33.6,17,0.11,4,12,0.602,1,1
1005318,61.0,France,Female,48,26,0.5,7,0.335,2,6,0.204,0,0
1005319,74.8,Brazil,Male,38,16,33.9,10,0.607,3,16,0.318,1,1
1005320,69.8,Poland,Female,20,23,27.3,17,0.251,1,9,0.212,1,1
1005321,52.1,Spain,Male,20,5,20.4,8,0.693,2,10,0.266,0,0
1005322,72.1,Spain,Female,35,19,52.0,25,0.337,6,25,0.701,0,1
1005323,50.0,United Kingdom,Female,20,26,11.4,8,0.572,0,11,0.22,0,0
1005324,47.4,United Kingdom,Male,38,16,12.5,8,0.714,0,6,0.109,0,0
1005325,54.5,Germany,Female,23,34,0.5,11,0.603,2,8,0.505,0,0
1005326,63.3,Brazil,Female,20,7,62.9,29,0.167,7,24,0.853,1,1
1005327,60.6,Poland,Female,33,37,33.9,19,0.595,5,12,0.634,0,0
1005328,71.5,Poland,Female,53,23,15.5,17,0.506,1,10,0.259,0,0
1005329,65.9,Germany,Male,50,9,2.1,10,0.694,2,7,0.311,0,0
1005330,63.6,United Kingdom,Female,22,1,24.1,20,0.598,1,12,0.196,0,0
1005331,76.8,United Kingdom,Male,25,22,32.1,17,0.23,8,24,0.513,0,1
1005332,28.5,Brazil,Male,36,11,6.4,9,0.424,0,9,0.073,0,0
1005333,76.7,Poland,Male,20,13,28.5,18,0.283,1,11,0.67,0,0
1005334,64.0,Spain,Female,26,9,7.5,10,0.527,1,7,0.189,0,0
1005335,67.1,Poland,Female,57,12,5.9,6,0.496,0,6,0.111,0,0
1005336,71.1,United Kingdom,Female,53,35,49.7,26,0.222,4,21,0.477,0,1
1005337,42.0,France,Female,31,4,14.8,12,0.754,3,10,0.066,0,0
1005338,66.7,Spain,Female,34,24,27.0,18,0.516,2,12,0.506,1,1
1005339,78.8,Poland,Male,45,27,39.4,21,0.295,2,22,0.316,0,0
1005340,46.0,Germany,Female,36,33,0.5,12,0.839,5,5,0.275,0,0
1005341,83.0,Spain,Male,20,26,8.8,9,0.544,0,2,0.241,0,0
1005342,90.9,Brazil,Male,24,15,40.9,22,0.532,3,24,0.806,1,1
1005343,85.5,France,Female,36,6,32.4,21,0.464,4,14,0.399,0,0
1005344,40.5,Poland,Male,40,7,0.5,7,0.89,3,9,0.117,0,0
1005345,72.2,Germany,Female,48,4,21.7,15,0.464,1,22,0.423,0,0
1005346,76.2,Brazil,Female,39,11,30.1,16,0.146,5,18,0.306,0,1
1005347,90.8,Germany,Male,40,8,16.9,18,0.543,2,12,0.701,0,0
1005348,51.4,United Kingdom,Male,38,5,7.1,4,0.526,2,5,0.173,0,0
1005349,57.1,Spain,Female,36,17,8.4,12,0.415,1,9,0.116,0,0
1005350,62.4,Brazil,Female,29,18,8.2,14,0.585,0,7,0.059,0,1
1005351,68.6,United Kingdom,Male,20,33,32.9,18,0.778,1,17,0.541,0,0
1005352,43.9,Germany,Male,34,21,11.5,9,0.478,0,7,0.175,0,0
1005353,82.2,Poland,Male,27,21,32.1,20,0.242,3,15,0.742,0,0
1005354,56.7,Germany,Female,35,16,23.6,17,0.255,2,15,0.655,0,0
1005355,54.4,Spain,Male,23,13,24.3,15,0.622,0,13,0.277,0,0
1005356,70.1,Poland,Male,20,15,47.5,27,0.399,7,36,0.193,0,1
1005357,89.8,France,Male,28,24,21.1,15,0.223,0,13,0.078,0,0
1005358,44.5,Poland,Male,31,10,8.5,11,0.632,0,8,0.307,0,0
1005359,36.3,Poland,Female,41,55,29.1,16,0.575,4,15,0.347,0,0
1005360,66.5,Poland,Female,49,24,26.7,19,0.423,3,16,0.904,0,1
1005361,83.3,Poland,Male,48,10,1.5,9,0.367,0,6,0.046,0,1
1005362,44.6,United Kingdom,Male,21,17,13.4,15,0.266,2,16,0.173,0,0
1005363,46.3,France,Male,45,35,25.4,8,0.768,1,10,0.056,0,0
1005364,60.0,Brazil,Male,21,15,22.7,17,0.202,3,7,0.519,0,0
1005365,59.9,United Kingdom,Male,27,14,33.2,16,0.687,2,13,0.584,0,0
1005366,51.4,Germany,Female,26,63,18.7,11,0.355,2,13,0.06,1,0
1005367,32.1,United Kingdom,Male,32,2,19.7,13,0.182,2,4,0.13,0,0
1005368,84.3,France,Male,21,13,21.3,18,0.37,4,14,0.062,0,0
1005369,84.4,Brazil,Male,35,9,35.7,16,0.32,3,15,0.509,0,0
1005370,74.3,Brazil,Female,22,25,27.4,13,0.579,4,17,0.588,0,0
1005371,45.6,Spain,Male,44,19,24.6,16,0.349,2,12,0.152,0,0
1005372,79.7,United Kingdom,Female,29,26,39.8,17,0.335,5,17,0.694,0,0
1005373,87.2,Germany,Male,27,40,47.5,21,0.482,4,17,0.279,0,1
1005374,86.9,Spain,Male,20,29,53.3,27,0.348,7,27,0.539,0,0
1005375,61.0,France,Female,30,16,0.5,8,0.476,1,5,0.341,0,0
1005376,56.4,France,Male,40,3,19.4,14,0.28,1,7,0.315,0,0
1005377,78.7,Poland,Male,20,11,31.1,15,0.243,3,15,0.774,1,1
1005378,82.4,United Kingdom,Female,42,11,38.4,22,0.529,3,17,0.499,0,0
1005379,67.6,Poland,Female,44,6,6.4,12,0.444,0,6,0.246,0,0
1005380,48.9,Poland,Female,28,8,21.5,12,0.83,3,12,0.241,0,0
1005381,57.9,France,Male,47,6,29.4,16,0.37,4,19,0.382,0,0
1005382,49.5,France,Male,59,22,26.4,14,0.437,3,15,0.399,0,0
1005383,76.6,Brazil,Male,21,24,19.2,14,0.824,0,14,0.363,0,1
1005384,75.3,France,Male,38,11,17.5,15,0.329,2,11,0.576,0,1
1005385,22.0,France,Female,36,47,14.7,11,0.584,1,7,0.134,0,0
1005386,85.5,France,Male,27,34,21.5,16,0.396,1,13,0.354,0,0
1005387,64.0,Brazil,Female,36,5,22.2,13,0.639,2,13,0.209,0,0
1005388,73.6,France,Male,33,20,11.1,10,0.509,2,10,0.673,0,0
1005389,73.9,Germany,Male,22,14,23.5,16,0.479,1,14,0.458,0,0
1005390,76.3,France,Male,20,31,0.5,7,0.39,1,4,0.125,0,1
1005391,83.8,Germany,Male,44,8,20.8,10,0.187,2,9,0.418,0,0
1005392,21.6,Brazil,Male,47,8,14.7,17,0.406,1,12,0.044,0,0
1005393,89.6,Poland,Female,35,62,33.2,21,0.507,2,14,0.411,0,1
1005394,67.6,Poland,Female,39,6,36.8,21,0.131,5,16,0.586,1,0
1005395,69.6,United Kingdom,Female,29,10,46.6,22,0.22,3,22,0.562,0,1
1005396,77.8,France,Female,21,21,40.8,20,0.555,3,20,0.718,0,0
1005397,58.6,Germany,Male,41,25,6.3,7,0.788,1,12,0.309,0,0
1005398,60.4,Germany,Female,40,16,6.4,9,0.257,3,7,0.269,0,0
1005399,53.7,Spain,Female,36,17,51.2,21,0.505,4,27,0.48,0,1
1005400,72.9,Germany,Female,42,35,21.8,15,0.295,1,12,0.113,0,0
1005401,71.0,Germany,Male,20,23,0.5,1,0.588,1,3,0.12,0,0
1005402,89.7,Brazil,Female,23,13,42.2,20,0.143,8,25,0.482,1,1
1005403,63.5,Poland,Male,30,17,13.5,12,0.636,1,9,0.495,0,0
1005404,73.3,Spain,Male,45,8,37.5,17,0.476,2,12,0.816,0,1
1005405,43.1,United Kingdom,Female,48,32,31.7,20,0.193,3,20,0.718,0,0
1005406,61.7,Poland,Male,25,9,5.6,6,0.629,1,3,0.085,0,0
1005407,57.4,Spain,Female,41,8,10.2,13,0.461,1,15,0.113,0,0
1005408,62.9,Spain,Male,45,30,0.5,1,0.709,1,4,0.349,0,0
1005409,80.1,Poland,Female,33,9,21.5,15,0.467,2,11,0.817,0,0
1005410,93.7,Brazil,Female,39,4,30.8,22,0.397,5,22,0.582,0,1
1005411,66.4,France,Male,38,22,14.5,16,0.47,1,10,0.185,0,1
1005412,30.2,Germany,Male,28,18,36.1,14,0.489,1,15,0.27,0,0
1005413,86.6,Brazil,Male,31,6,39.1,17,0.13,0,11,0.576,0,1
1005414,73.3,Brazil,Female,22,12,22.8,10,0.393,2,11,0.482,0,1
1005415,46.8,United Kingdom,Female,26,15,0.5,2,0.454,1,6,0.11,0,0
1005416,55.7,France,Female,33,6,12.7,7,0.793,1,10,0.036,0,0
1005417,53.1,United Kingdom,Male,20,2,23.4,20,0.315,0,21,0.331,0,0
1005418,44.5,Germany,Female,44,6,14.0,2,0.594,1,3,0.254,0,0
1005419,65.5,Poland,Female,50,16,36.2,25,0.108,1,22,0.394,0,0
1005420,74.4,Spain,Female,37,14,46.4,20,0.331,4,14,0.509,0,0
1005421,89.5,Spain,Male,35,6,33.7,23,0.628,4,18,0.342,0,0
1005422,90.5,Germany,Female,34,7,15.5,14,0.464,2,13,0.195,0,0
1005423,90.0,United Kingdom,Male,43,24,47.6,25,0.181,3,26,0.404,0,0
1005424,82.4,Brazil,Female,35,18,25.3,16,0.907,1,11,0.172,0,0
1005425,66.7,Germany,Male,32,14,23.0,23,0.237,2,14,0.498,0,0
1005426,52.9,Brazil,Female,26,38,15.3,14,0.632,1,3,0.519,1,0
1005427,73.1,France,Male,20,7,16.8,15,0.261,1,16,0.21,1,0
1005428,48.5,Spain,Male,25,19,22.1,16,0.322,1,12,0.184,0,1
1005429,61.7,Spain,Female,31,7,4.6,10,0.82,2,10,0.108,0,0
1005430,77.5,Poland,Female,33,11,2.1,5,0.659,0,6,0.213,0,0
1005431,70.4,Spain,Female,30,3,1.5,6,0.851,1,1,0.304,0,0
1005432,69.6,United Kingdom,Female,27,5,17.2,13,0.524,2,13,0.153,0,1
1005433,84.0,United Kingdom,Male,41,15,25.6,10,0.32,3,12,0.343,0,0
1005434,55.9,Brazil,Female,32,27,0.5,9,0.295,2,5,0.363,1,0
1005435,40.1,United Kingdom,Female,24,5,16.0,13,0.336,1,10,0.082,0,0
1005436,62.4,United Kingdom,Female,39,16,18.5,14,0.726,2,6,0.256,1,1
1005437,37.0,Spain,Female,33,5,0.5,8,0.737,0,4,0.134,0,0
1005438,73.6,Poland,Male,22,24,19.4,15,0.478,1,9,0.271,0,0
1005439,73.3,Spain,Male,45,19,38.0,25,0.338,2,20,0.675,0,0
1005440,69.9,United Kingdom,Male,26,13,20.9,19,0.132,2,9,0.605,0,0
1005441,56.8,Poland,Female,20,30,21.4,13,0.915,3,11,0.249,0,0
1005442,51.0,France,Female,25,34,2.8,11,0.473,2,6,0.331,0,0
1005443,53.6,Spain,Male,22,18,10.9,13,0.913,1,11,0.312,0,0
1005444,54.6,Poland,Female,37,8,7.8,13,0.796,2,13,0.278,0,0
1005445,80.2,United Kingdom,Female,21,24,18.3,14,0.753,2,11,0.604,0,0
1005446,63.9,Germany,Female,26,22,23.3,9,0.495,0,12,0.346,0,0
1005447,83.6,Poland,Female,46,42,24.4,17,0.29,2,13,0.334,1,0
1005448,52.0,Spain,Female,34,35,38.5,25,0.35,2,19,0.331,1,1
1005449,47.5,Germany,Male,43,27,0.5,6,0.612,0,5,0.347,0,0
1005450,48.6,Brazil,Female,21,6,15.4,12,0.508,0,11,0.28,0,0
1005451,75.7,Spain,Female,31,25,46.9,26,0.15,5,29,0.369,0,0
1005452,77.9,Spain,Male,21,10,22.8,16,0.333,1,13,0.214,0,0
1005453,70.7,France,Female,27,13,34.0,18,0.263,3,23,0.386,0,1
1005454,65.6,Poland,Female,36,10,39.5,21,0.458,3,17,0.856,0,0
1005455,34.0,Spain,Female,39,10,20.5,15,0.708,1,5,0.362,0,0
1005456,89.9,France,Female,38,24,40.4,21,0.094,3,22,0.77,0,1
1005457,66.0,United Kingdom,Female,39,13,16.2,16,0.572,0,5,0.278,0,0
1005458,46.4,United Kingdom,Female,22,13,14.6,12,0.663,3,9,0.447,0,0
1005459,63.3,Poland,Male,45,11,0.5,8,0.845,0,7,0.084,0,0
1005460,61.4,Spain,Female,32,4,0.5,2,0.916,1,8,0.352,0,0
1005461,89.8,United Kingdom,Female,34,13,23.4,17,0.159,0,10,0.273,0,0
1005462,78.6,Germany,Male,27,23,35.3,13,0.37,1,13,0.161,0,0
1005463,63.5,United Kingdom,Male,26,23,0.5,8,0.767,3,5,0.147,0,0
1005464,81.6,France,Female,28,4,18.3,10,0.428,2,16,0.296,0,1
1005465,45.9,France,Female,20,18,17.2,7,0.211,2,4,0.256,1,0
1005466,73.1,Spain,Male,36,17,9.8,17,0.385,2,8,0.095,0,0
1005467,72.5,Brazil,Female,36,4,27.3,9,0.771,1,10,0.06,0,1
1005468,72.2,United Kingdom,Male,31,19,52.3,24,0.205,1,22,0.824,0,0
1005469,80.2,Poland,Female,38,13,50.5,30,0.19,6,25,0.848,0,0
1005470,46.5,Spain,Female,26,14,6.7,15,0.15,0,12,0.559,0,0
1005471,34.6,Poland,Male,39,24,23.0,17,0.545,4,9,0.336,0,0
1005472,72.8,France,Male,31,21,27.0,24,0.618,2,23,0.568,0,0
1005473,85.1,Spain,Female,33,4,28.3,21,0.207,3,13,0.814,0,1
1005474,66.1,Spain,Male,38,16,29.5,17,0.208,2,18,0.508,1,0
1005475,42.3,France,Male,25,7,17.9,20,0.862,3,10,0.318,0,0
1005476,63.2,United Kingdom,Male,35,6,25.8,19,0.549,3,12,0.386,0,0
1005477,30.8,Brazil,Male,32,27,14.0,15,0.782,2,13,0.325,0,0
1005478,60.4,Spain,Male,31,9,0.5,9,0.285,1,6,0.077,0,0
1005479,55.5,Poland,Female,32,35,12.6,10,0.519,1,9,0.104,0,0
1005480,69.2,United Kingdom,Female,28,19,24.1,20,0.265,4,9,0.422,0,0
1005481,15.6,Spain,Male,41,13,10.9,8,0.817,0,10,0.11,0,0
1005482,89.8,Brazil,Male,39,4,28.6,13,0.356,3,18,0.668,0,0
1005483,68.7,Germany,Male,22,5,15.6,11,0.617,2,13,0.344,0,0
1005484,95.8,France,Male,24,16,48.9,26,0.317,7,25,0.68,0,0
1005485,86.6,France,Male,20,8,2.1,6,0.805,0,3,0.359,0,0
1005486,51.0,United Kingdom,Male,24,9,9.4,14,0.152,2,11,0.394,0,0
1005487,51.6,Poland,Female,40,21,35.9,22,0.491,5,19,0.639,0,0
1005488,82.1,United Kingdom,Male,46,29,53.2,22,0.17,4,20,0.119,1,0
1005489,31.3,Spain,Female,35,20,1.7,6,0.549,4,5,0.402,0,0
1005490,43.1,France,Male,32,13,11.9,19,0.3,2,11,0.235,0,0
1005491,77.2,Spain,Male,33,26,0.5,13,0.631,0,4,0.128,0,0
1005492,70.7,Poland,Male,42,12,0.5,8,0.575,1,12,0.061,0,0
1005493,64.0,United Kingdom,Male,23,21,9.5,12,0.287,0,7,0.57,0,1
1005494,80.7,Brazil,Male,21,13,28.7,16,0.195,1,11,0.172,0,0
1005495,57.0,Spain,Male,35,24,13.5,13,0.374,0,11,0.129,0,0
1005496,78.6,Germany,Male,31,10,29.9,10,0.573,2,12,0.537,0,0
1005497,88.5,France,Female,26,5,37.1,19,0.364,2,20,0.616,0,1
1005498,75.1,Brazil,Female,38,23,55.2,25,0.226,1,30,0.631,1,0
1005499,47.4,Spain,Male,46,23,23.9,19,0.614,1,9,0.257,0,0
1005500,84.5,Brazil,Male,20,19,26.6,19,0.179,1,15,0.502,0,1
1005501,54.5,Brazil,Male,29,9,8.3,11,0.45,3,9,0.285,0,1
1005502,73.5,United Kingdom,Male,22,15,35.0,15,0.597,4,21,0.362,0,0
1005503,46.6,United Kingdom,Female,37,4,27.5,15,0.698,3,17,0.616,0,1
1005504,86.2,Poland,Male,40,63,24.8,18,0.285,5,17,0.473,0,0
1005505,35.0,France,Male,37,52,0.5,9,0.759,0,6,0.472,0,0
